player_hp,honor_score,win_streak,action_taken,reward
9,14,2,1,-0.8666668
78,1,5,1,-7.56
36,75,2,2,10.0
58,69,1,2,10.0
87,37,6,2,-0.44000006
74,64,2,1,-6.2799997
62,49,4,2,10.0
20,89,8,2,5.0
78,86,3,2,2.44
78,0,8,1,-7.56
36,20,5,2,10.0
44,56,2,0,10.0
13,18,10,1,1.2666667
42,28,0,0,10.0
84,49,7,2,0.52
83,89,9,0,-4.16
32,33,3,2,10.0
2,80,5,0,-10.0
86,81,1,0,-5.12
43,53,3,0,10.0
86,31,7,0,-5.12
90,3,1,1,-11.4
34,29,5,1,10.0
24,94,1,2,5.0
95,17,7,2,-5.0
85,68,2,2,0.19999981
7,95,8,0,-6.9333334
61,28,5,1,10.0
17,11,2,1,3.4
91,14,10,2,-1.7199998
27,78,1,2,5.0
74,98,7,1,-6.2799997
11,52,3,2,-9.8
63,34,7,2,10.0
1,51,6,2,-15.0
58,52,1,2,10.0
36,13,6,1,10.0
3,17,3,1,-5.0
40,37,5,1,10.0
44,85,7,0,10.0
33,37,8,1,10.0
86,54,3,2,-0.119999886
12,10,2,1,0.7333331
6,66,1,2,-12.466667
31,52,3,1,10.0
22,77,1,1,15.0
48,43,2,2,10.0
71,24,0,0,-0.32
46,61,6,0,10.0
36,13,5,0,10.0
97,46,0,0,-10.0
47,94,8,1,10.0
28,88,5,1,15.0
36,54,4,2,10.0
22,82,0,1,15.0
37,11,9,1,10.0
92,6,4,0,-7.04
43,48,1,1,10.0
4,13,6,1,-5.0
51,28,10,0,10.0
39,46,5,1,10.0
10,13,3,1,-0.3333335
77,86,10,0,-2.24
1,50,2,2,-15.0
34,13,4,2,10.0
44,86,2,1,10.0
48,7,8,1,10.0
34,76,5,0,10.0
91,99,9,1,-11.719999
71,64,1,2,4.68
31,36,6,1,10.0
67,89,7,0,10.0
70,67,8,2,10.0
38,15,3,2,10.0
47,88,0,1,10.0
90,82,7,0,-6.4
36,19,9,1,10.0
59,89,0,0,10.0
80,95,4,2,1.8
73,66,1,2,4.04
3,70,7,1,-5.0
22,31,4,2,5.0
13,68,5,2,-8.733334
4,84,6,1,-5.0
65,29,3,0,10.0
23,19,4,2,5.0
17,57,8,0,-1.6
26,28,5,2,5.0
23,23,7,2,5.0
28,0,3,2,5.0
10,88,10,1,-0.3333335
17,26,3,2,-6.6
3,88,7,0,-10.0
32,20,10,2,10.0
77,16,2,1,-7.24
41,91,10,2,10.0
31,31,4,0,10.0
50,43,2,1,10.0
3,97,0,1,-5.0
19,21,2,1,4.4666667
84,41,5,0,-4.48
66,82,10,0,10.0
88,61,5,2,-0.7600002
67,47,6,0,10.0
61,7,2,2,10.0
57,1,8,1,10.0
46,4,9,0,10.0
74,27,8,2,3.72
79,3,1,1,-7.88
58,52,7,2,10.0
99,99,10,0,-10.0
5,0,1,2,-15.0
94,78,1,2,-2.6799998
39,76,5,1,10.0
76,94,7,1,-6.92
22,80,0,2,5.0
51,5,7,0,10.0
3,87,7,1,-5.0
36,54,3,0,10.0
41,51,5,2,10.0
100,76,1,2,-5.0
43,84,0,2,10.0
96,23,10,0,-10.0
41,61,6,0,10.0
28,55,6,0,10.0
100,85,2,0,-10.0
18,92,2,1,3.9333334
83,23,9,0,-4.16
31,75,0,0,10.0
43,19,0,2,10.0
54,33,1,2,10.0
79,14,9,1,-7.88
4,50,2,1,-5.0
45,3,3,1,10.0
75,52,7,2,3.4
44,13,4,2,10.0
20,64,1,0,10.0
77,32,6,2,2.76
100,49,7,2,-5.0
21,62,2,0,10.0
29,49,5,1,15.0
22,92,9,2,5.0
4,73,7,1,-5.0
62,35,9,1,10.0
92,77,5,2,-2.04
58,85,9,0,10.0
93,96,5,1,-12.360001
81,91,7,1,-8.52
51,70,0,0,10.0
64,99,1,0,10.0
38,99,10,2,10.0
80,49,2,2,1.8
2,40,6,1,-5.0
41,97,0,0,10.0
70,100,3,2,10.0
26,69,2,1,15.0
27,98,7,1,15.0
53,26,6,2,10.0
94,29,0,2,-2.6799998
14,31,10,1,1.8
52,82,8,2,10.0
71,21,10,0,-0.32
69,84,3,2,10.0
91,68,6,1,-11.719999
3,20,5,0,-10.0
93,55,2,2,-2.3600001
16,83,5,1,2.8666666
33,30,6,1,10.0
5,100,10,0,-10.0
35,58,4,0,10.0
98,69,9,2,-5.0
38,94,3,2,10.0
79,42,10,0,-2.88
65,87,5,0,10.0
7,53,9,0,-6.9333334
14,17,7,2,-8.2
62,54,6,1,10.0
90,28,2,0,-6.4
79,60,1,0,-2.88
64,50,9,2,10.0
58,75,4,0,10.0
9,11,8,2,-10.866667
6,92,10,0,-7.4666667
73,60,9,0,-0.96
75,70,4,2,3.4
80,15,9,2,1.8
11,11,10,0,-4.8
78,61,0,0,-2.56
45,84,8,1,10.0
31,67,1,2,10.0
31,59,1,2,10.0
89,80,5,2,-1.0799999
77,27,10,2,2.76
89,63,2,2,-1.0799999
60,94,4,1,10.0
68,71,4,2,10.0
60,49,10,1,10.0
45,25,2,0,10.0
67,39,7,2,10.0
91,54,2,1,-11.719999
54,30,5,1,10.0
0,82,9,0,-10.0
76,70,4,1,-6.92
66,4,10,2,10.0
48,12,10,0,10.0
24,17,10,0,10.0
15,81,6,0,-2.6666667
84,49,5,0,-4.48
12,83,10,0,-4.266667
51,86,8,0,10.0
35,35,10,1,10.0
71,51,1,2,4.68
43,32,10,1,10.0
82,63,10,2,1.1600001
46,70,9,2,10.0
79,68,5,0,-2.88
75,95,9,2,3.4
19,72,9,2,-5.5333333
17,29,4,1,3.4
53,95,8,2,10.0
11,67,1,2,-9.8
24,88,7,0,10.0
59,21,6,1,10.0
74,58,0,2,3.72
85,7,2,2,0.19999981
33,65,3,2,10.0
12,36,7,0,-4.266667
37,98,1,2,10.0
11,100,7,2,-9.8
35,55,1,0,10.0
27,60,2,2,5.0
90,85,7,1,-11.4
38,64,10,2,10.0
76,41,8,2,3.08
42,96,4,0,10.0
90,48,3,0,-6.4
30,67,2,1,10.0
1,8,2,1,-5.0
81,7,8,2,1.48
89,57,3,1,-11.08
41,85,1,1,10.0
30,53,3,1,10.0
60,84,2,1,10.0
55,47,4,0,10.0
85,53,3,2,0.19999981
99,27,1,1,-15.0
82,100,10,0,-3.84
13,65,9,1,1.2666667
13,80,0,0,-3.7333333
28,30,0,2,5.0
80,12,0,1,-8.2
49,58,2,0,10.0
49,81,1,1,10.0
62,87,3,0,10.0
100,30,2,1,-15.0
72,32,6,2,4.36
64,52,7,1,10.0
67,94,10,0,10.0
70,90,4,2,10.0
10,35,5,0,-5.3333335
13,84,6,2,-8.733334
82,68,8,0,-3.84
2,74,0,2,-15.0
7,97,1,1,-1.9333334
92,33,0,2,-2.04
100,60,8,0,-10.0
42,59,1,1,10.0
8,2,1,1,-1.4000001
18,5,4,1,3.9333334
11,19,8,0,-4.8
26,3,2,1,15.0
100,100,9,2,-5.0
57,52,7,1,10.0
24,70,9,2,5.0
44,61,0,2,10.0
47,80,9,2,10.0
49,37,1,0,10.0
80,35,7,2,1.8
43,33,0,1,10.0
58,5,8,0,10.0
32,65,3,2,10.0
77,17,2,1,-7.24
27,26,2,1,15.0
17,38,0,2,-6.6
54,50,7,1,10.0
32,18,3,2,10.0
14,95,0,2,-8.2
60,87,10,2,10.0
10,33,4,1,-0.3333335
35,88,9,0,10.0
14,23,7,2,-8.2
52,24,7,2,10.0
61,75,9,0,10.0
47,93,2,1,10.0
93,69,3,0,-7.36
14,29,9,1,1.8
62,96,3,1,10.0
86,78,2,2,-0.119999886
42,92,5,1,10.0
49,53,2,2,10.0
59,77,5,1,10.0
58,24,4,0,10.0
14,4,10,1,1.8
28,1,1,0,10.0
74,79,7,1,-6.2799997
81,62,10,0,-3.52
39,53,6,1,10.0
30,37,6,1,10.0
72,16,5,2,4.36
85,30,8,0,-4.8
10,0,3,0,-5.3333335
80,5,4,1,-8.2
96,94,8,2,-5.0
61,69,2,0,10.0
74,35,2,1,-6.2799997
7,7,7,0,-6.9333334
50,92,9,1,10.0
56,72,5,2,10.0
3,85,1,0,-10.0
35,9,2,2,10.0
18,23,7,0,-1.0666667
23,62,4,2,5.0
40,39,1,2,10.0
48,1,2,2,10.0
81,19,10,1,-8.52
96,80,1,2,-5.0
45,32,4,1,10.0
35,13,4,1,10.0
9,95,8,0,-5.866667
77,53,5,2,2.76
6,54,1,1,-2.4666667
11,36,10,0,-4.8
85,87,0,2,0.19999981
90,83,6,1,-11.4
47,5,6,0,10.0
36,32,9,0,10.0
74,49,5,1,-6.2799997
35,91,1,1,10.0
59,74,7,2,10.0
76,99,3,0,-1.92
95,83,10,1,-15.0
7,69,6,1,-1.9333334
6,71,7,1,-2.4666667
42,82,6,0,10.0
57,78,2,0,10.0
80,85,7,1,-8.2
85,50,3,0,-4.8
45,65,7,1,10.0
33,60,4,1,10.0
83,27,8,2,0.84000015
71,99,2,2,4.68
21,99,1,1,15.0
90,43,3,1,-11.4
97,81,1,1,-15.0
20,11,10,1,15.0
14,82,10,0,-3.2
4,56,1,1,-5.0
16,25,0,0,-2.1333334
71,24,7,0,-0.32
18,91,0,1,3.9333334
4,14,7,1,-5.0
22,73,8,0,10.0
82,97,5,1,-8.84
13,76,6,0,-3.7333333
9,79,5,0,-5.866667
30,52,0,2,10.0
12,94,0,1,0.7333331
21,64,0,0,10.0
36,53,2,1,10.0
38,86,6,2,10.0
9,77,10,1,-0.8666668
30,38,7,0,10.0
42,93,0,1,10.0
98,50,5,2,-5.0
76,19,7,0,-1.92
93,63,4,1,-12.360001
97,88,10,2,-5.0
35,10,1,2,10.0
34,89,3,0,10.0
67,51,3,0,10.0
54,84,3,1,10.0
67,53,7,2,10.0
46,68,5,1,10.0
5,6,8,2,-15.0
27,11,9,2,5.0
29,1,0,1,15.0
26,20,0,2,5.0
68,95,1,2,10.0
38,68,4,0,10.0
34,90,10,0,10.0
43,94,5,2,10.0
14,75,10,2,-8.2
82,35,2,2,1.1600001
93,20,0,1,-12.360001
31,52,6,2,10.0
28,18,0,1,15.0
62,2,6,0,10.0
5,59,8,0,-10.0
89,80,0,2,-1.0799999
26,93,7,1,15.0
98,99,9,1,-15.0
27,72,8,1,15.0
4,33,7,2,-15.0
40,28,0,0,10.0
55,73,3,0,10.0
53,56,9,2,10.0
79,72,3,1,-7.88
17,39,0,0,-1.6
76,49,6,2,3.08
42,74,6,1,10.0
88,18,9,1,-10.76
73,21,8,2,4.04
28,50,7,1,15.0
9,48,2,2,-10.866667
5,51,10,1,-5.0
79,21,1,2,2.12
88,61,9,2,-0.7600002
3,59,2,0,-10.0
100,79,7,0,-10.0
33,80,5,0,10.0
82,6,10,2,1.1600001
32,52,2,0,10.0
3,30,1,1,-5.0
43,3,0,0,10.0
97,92,7,1,-15.0
75,6,2,1,-6.6
30,93,2,2,10.0
79,2,4,0,-2.88
65,24,4,2,10.0
57,33,8,2,10.0
59,32,4,0,10.0
1,94,6,1,-5.0
35,87,6,1,10.0
69,37,6,1,10.0
59,3,4,0,10.0
22,47,2,1,15.0
46,73,10,2,10.0
100,88,6,1,-15.0
45,100,7,1,10.0
79,60,3,1,-7.88
43,64,5,0,10.0
18,80,4,2,-6.0666666
48,70,9,2,10.0
87,77,1,0,-5.44
57,60,0,1,10.0
90,0,5,0,-6.4
6,5,9,1,-2.4666667
93,73,5,1,-12.360001
40,20,6,0,10.0
77,66,4,1,-7.24
14,82,0,1,1.8
75,27,10,2,3.4
52,65,5,0,10.0
92,26,3,1,-12.04
22,31,10,0,10.0
76,11,6,2,3.08
72,64,1,2,4.36
87,45,8,1,-10.440001
93,39,6,1,-12.360001
64,92,4,0,10.0
59,8,1,2,10.0
9,81,0,1,-0.8666668
57,61,4,1,10.0
46,99,9,2,10.0
14,15,4,1,1.8
8,98,10,2,-11.4
12,99,2,2,-9.266666
22,67,8,0,10.0
32,39,10,1,10.0
8,34,9,1,-1.4000001
2,82,0,1,-5.0
93,59,4,0,-7.36
72,69,10,1,-5.64
24,94,3,1,15.0
87,90,1,2,-0.44000006
95,2,0,2,-5.0
70,52,9,2,10.0
35,99,10,0,10.0
88,58,3,2,-0.7600002
19,35,5,0,-0.53333336
80,65,7,2,1.8
53,36,9,2,10.0
99,78,1,0,-10.0
89,100,10,2,-1.0799999
18,86,1,0,-1.0666667
59,43,5,0,10.0
36,63,3,1,10.0
2,50,9,0,-10.0
91,5,8,2,-1.7199998
85,96,3,0,-4.8
18,68,1,0,-1.0666667
52,20,0,0,10.0
45,56,5,0,10.0
79,27,10,1,-7.88
55,84,0,2,10.0
69,23,5,0,10.0
100,91,7,0,-10.0
30,74,5,1,10.0
52,62,3,1,10.0
33,21,1,0,10.0
30,33,4,2,10.0
59,36,4,1,10.0
10,40,7,0,-5.3333335
99,80,2,1,-15.0
5,78,1,0,-10.0
26,92,0,0,10.0
6,97,1,0,-7.4666667
48,42,1,0,10.0
95,21,0,2,-5.0
71,90,7,2,4.68
59,14,7,0,10.0
32,20,9,0,10.0
46,51,3,0,10.0
43,3,2,0,10.0
78,46,0,1,-7.56
26,17,7,0,10.0
93,70,7,0,-7.36
21,79,3,2,5.0
46,34,4,0,10.0
92,75,3,0,-7.04
47,6,4,1,10.0
29,40,10,1,15.0
1,9,3,1,-5.0
14,61,8,1,1.8
46,64,0,2,10.0
26,11,9,1,15.0
70,90,9,0,10.0
26,27,2,0,10.0
84,57,6,2,0.52
12,55,5,1,0.7333331
54,17,7,2,10.0
16,64,5,1,2.8666666
74,56,10,0,-1.28
58,49,7,0,10.0
9,86,0,0,-5.866667
32,80,8,0,10.0
77,44,4,0,-2.24
36,61,9,0,10.0
7,64,1,0,-6.9333334
32,54,0,2,10.0
6,37,3,0,-7.4666667
33,3,9,1,10.0
70,14,7,1,10.0
6,20,2,2,-12.466667
40,20,9,1,10.0
99,50,3,2,-5.0
54,85,1,1,10.0
6,77,1,0,-7.4666667
83,34,1,0,-4.16
17,3,9,1,3.4
42,98,0,0,10.0
77,31,9,2,2.76
39,91,9,2,10.0
52,11,4,0,10.0
13,53,4,1,1.2666667
20,29,10,0,10.0
56,8,2,2,10.0
90,18,2,1,-11.4
45,79,7,0,10.0
25,29,9,2,5.0
90,64,6,1,-11.4
23,44,3,2,5.0
4,22,7,2,-15.0
41,75,9,1,10.0
91,4,8,1,-11.719999
42,83,5,0,10.0
31,66,6,1,10.0
87,65,10,1,-10.440001
5,42,6,0,-10.0
73,83,4,1,-5.96
66,1,10,0,10.0
6,47,3,1,-2.4666667
28,57,1,1,15.0
33,39,10,2,10.0
6,98,0,1,-2.4666667
80,52,7,0,-3.2
76,58,1,0,-1.92
57,67,7,0,10.0
84,62,8,0,-4.48
30,35,3,2,10.0
72,39,0,0,-0.64
44,5,5,0,10.0
46,13,7,2,10.0
76,78,0,1,-6.92
80,100,4,1,-8.2
71,32,10,2,4.68
72,18,0,2,4.36
72,75,6,0,-0.64
39,42,5,2,10.0
29,53,3,2,5.0
61,72,7,2,10.0
70,82,7,1,10.0
16,95,1,2,-7.133333
4,91,4,0,-10.0
80,91,0,0,-3.2
0,94,2,1,-5.0
79,60,2,0,-2.88
80,99,9,0,-3.2
93,12,2,0,-7.36
30,41,2,0,10.0
34,96,9,2,10.0
71,17,1,1,-5.32
29,92,6,0,10.0
84,71,6,2,0.52
14,85,3,0,-3.2
97,64,7,0,-10.0
55,47,9,1,10.0
59,94,9,2,10.0
26,83,7,2,5.0
1,35,3,0,-10.0
73,86,5,2,4.04
63,80,5,1,10.0
4,44,4,2,-15.0
90,9,3,0,-6.4
67,8,8,0,10.0
12,45,5,0,-4.266667
80,16,6,1,-8.2
84,66,4,2,0.52
22,32,1,1,15.0
96,64,10,0,-10.0
49,19,5,0,10.0
78,65,10,1,-7.56
77,15,10,2,2.76
72,72,2,1,-5.64
36,13,9,1,10.0
29,0,5,0,10.0
92,34,2,0,-7.04
22,81,7,0,10.0
33,0,6,2,10.0
63,42,0,0,10.0
54,68,3,1,10.0
70,74,1,2,10.0
8,87,10,1,-1.4000001
3,95,10,2,-15.0
65,54,10,0,10.0
90,15,5,2,-1.4000001
32,66,4,0,10.0
31,62,1,0,10.0
43,71,0,2,10.0
36,95,6,0,10.0
90,21,8,0,-6.4
91,55,8,0,-6.72
66,51,10,2,10.0
59,80,9,2,10.0
58,26,2,1,10.0
35,63,5,0,10.0
48,44,9,0,10.0
50,66,0,2,10.0
7,25,10,2,-11.933333
49,98,0,2,10.0
40,12,5,0,10.0
100,80,5,2,-5.0
37,29,4,0,10.0
85,92,5,2,0.19999981
77,77,9,2,2.76
78,29,4,2,2.44
54,100,5,2,10.0
67,43,8,2,10.0
17,47,6,0,-1.6
64,8,2,1,10.0
63,47,8,2,10.0
11,95,5,1,0.19999981
40,55,4,0,10.0
41,67,3,1,10.0
59,5,9,2,10.0
49,64,0,2,10.0
80,88,6,2,1.8
82,66,4,0,-3.84
35,20,0,2,10.0
47,77,3,2,10.0
70,29,9,2,10.0
72,56,0,1,-5.64
7,54,9,0,-6.9333334
24,1,3,0,10.0
6,47,6,2,-12.466667
7,21,8,0,-6.9333334
87,12,1,1,-10.440001
80,88,3,2,1.8
75,42,0,0,-1.6
30,74,5,2,10.0
11,73,7,1,0.19999981
56,48,2,0,10.0
65,36,10,0,10.0
11,88,4,0,-4.8
26,34,10,1,15.0
45,18,0,2,10.0
6,27,4,2,-12.466667
60,56,0,1,10.0
57,60,4,1,10.0
57,42,8,0,10.0
12,59,6,2,-9.266666
52,9,6,1,10.0
99,78,8,1,-15.0
64,95,10,1,10.0
48,66,4,2,10.0
34,23,7,0,10.0
93,73,6,1,-12.360001
94,43,5,0,-7.68
16,29,5,2,-7.133333
71,96,6,2,4.68
66,44,9,1,10.0
9,88,2,0,-5.866667
33,59,10,1,10.0
85,52,4,0,-4.8
3,24,1,0,-10.0
95,75,4,0,-10.0
28,3,7,0,10.0
45,91,6,0,10.0
74,83,2,0,-1.28
45,73,6,0,10.0
76,30,1,1,-6.92
58,18,3,2,10.0
60,1,9,1,10.0
67,3,1,0,10.0
65,78,6,0,10.0
33,37,4,2,10.0
85,32,8,1,-9.8
4,17,6,0,-10.0
8,31,1,1,-1.4000001
19,95,3,0,-0.53333336
20,76,2,2,5.0
16,79,9,0,-2.1333334
11,32,1,2,-9.8
91,33,1,2,-1.7199998
81,50,7,0,-3.52
66,62,5,1,10.0
4,77,2,0,-10.0
59,46,7,2,10.0
52,65,2,2,10.0
51,12,4,0,10.0
77,51,0,0,-2.24
47,92,0,2,10.0
89,51,9,2,-1.0799999
18,42,1,2,-6.0666666
16,97,10,1,2.8666666
53,60,6,2,10.0
67,80,0,1,10.0
34,2,6,1,10.0
87,93,9,0,-5.44
40,67,8,2,10.0
12,94,4,1,0.7333331
32,58,10,1,10.0
14,53,10,2,-8.2
62,68,5,1,10.0
14,1,9,1,1.8
30,67,10,2,10.0
27,43,6,0,10.0
9,37,7,0,-5.866667
56,59,10,2,10.0
70,26,1,1,10.0
32,90,1,2,10.0
6,14,8,1,-2.4666667
4,38,5,2,-15.0
89,37,6,0,-6.08
79,53,4,0,-2.88
56,62,0,2,10.0
71,57,7,0,-0.32
85,61,0,0,-4.8
97,77,0,2,-5.0
39,17,1,2,10.0
27,28,4,0,10.0
35,70,3,2,10.0
55,56,3,1,10.0
46,23,0,1,10.0
70,37,0,2,10.0
39,5,9,0,10.0
58,19,1,1,10.0
42,41,1,1,10.0
91,99,0,1,-11.719999
65,73,9,1,10.0
8,21,10,2,-11.4
5,32,7,0,-10.0
64,86,2,0,10.0
2,45,7,1,-5.0
73,53,4,0,-0.96
36,41,10,2,10.0
86,50,2,0,-5.12
32,67,5,0,10.0
8,84,1,1,-1.4000001
52,55,10,1,10.0
76,76,0,2,3.08
91,41,8,1,-11.719999
50,12,2,2,10.0
70,53,6,1,10.0
25,11,8,1,15.0
15,87,3,2,-7.666667
39,34,8,1,10.0
89,82,3,2,-1.0799999
50,8,1,2,10.0
38,12,5,1,10.0
54,21,8,0,10.0
95,39,2,2,-5.0
35,35,1,2,10.0
64,91,4,2,10.0
84,40,6,2,0.52
76,6,10,1,-6.92
89,93,5,2,-1.0799999
44,94,3,1,10.0
8,54,8,0,-6.4
36,74,0,1,10.0
86,93,9,0,-5.12
0,78,0,2,-15.0
65,12,6,0,10.0
62,98,4,0,10.0
42,98,3,0,10.0
27,19,4,1,15.0
99,57,2,0,-10.0
30,22,0,2,10.0
68,52,8,2,10.0
100,36,4,1,-15.0
88,19,9,2,-0.7600002
7,18,5,1,-1.9333334
33,17,7,1,10.0
48,67,9,0,10.0
95,60,5,0,-10.0
57,71,9,0,10.0
74,45,2,2,3.72
46,93,7,2,10.0
24,47,1,0,10.0
2,19,6,1,-5.0
44,71,5,0,10.0
51,68,10,0,10.0
95,33,1,2,-5.0
98,6,3,0,-10.0
95,49,2,1,-15.0
33,52,0,2,10.0
100,85,2,0,-10.0
68,72,6,0,10.0
91,10,10,1,-11.719999
91,75,5,2,-1.7199998
7,7,2,2,-11.933333
26,31,1,1,15.0
79,62,5,2,2.12
62,54,6,1,10.0
81,58,1,1,-8.52
24,62,6,2,5.0
57,16,2,1,10.0
47,25,5,0,10.0
0,50,4,0,-10.0
7,32,0,0,-6.9333334
20,25,8,2,5.0
97,21,3,0,-10.0
87,66,4,0,-5.44
100,94,2,2,-5.0
89,77,6,1,-11.08
77,81,9,1,-7.24
28,97,3,1,15.0
29,62,3,1,15.0
2,16,8,0,-10.0
6,40,2,1,-2.4666667
99,75,4,1,-15.0
10,38,2,1,-0.3333335
31,32,1,1,10.0
58,31,5,1,10.0
11,20,7,1,0.19999981
78,52,4,1,-7.56
37,63,1,0,10.0
23,77,4,1,15.0
64,65,9,2,10.0
17,48,5,1,3.4
45,70,0,0,10.0
55,78,2,1,10.0
62,30,6,2,10.0
6,91,8,0,-7.4666667
65,40,7,2,10.0
39,71,3,0,10.0
53,70,5,0,10.0
30,35,9,2,10.0
96,73,10,1,-15.0
51,38,8,0,10.0
93,93,6,2,-2.3600001
30,40,9,2,10.0
33,40,10,1,10.0
6,4,1,0,-7.4666667
88,84,5,1,-10.76
15,5,7,2,-7.666667
21,61,0,0,10.0
99,15,10,2,-5.0
52,79,0,1,10.0
90,87,0,1,-11.4
16,18,3,2,-7.133333
3,82,1,2,-15.0
60,36,6,0,10.0
98,63,3,1,-15.0
85,58,6,1,-9.8
51,96,9,1,10.0
34,68,10,2,10.0
43,72,1,2,10.0
14,84,2,1,1.8
60,6,0,2,10.0
43,41,8,2,10.0
20,24,10,2,5.0
76,55,5,0,-1.92
46,46,10,0,10.0
74,84,9,0,-1.28
48,76,9,2,10.0
52,49,6,0,10.0
26,84,10,1,15.0
30,73,3,2,10.0
43,87,3,0,10.0
31,90,9,0,10.0
29,32,9,0,10.0
17,25,7,0,-1.6
62,99,0,2,10.0
15,16,10,0,-2.6666667
34,20,6,1,10.0
61,1,3,0,10.0
8,78,3,2,-11.4
61,43,7,2,10.0
38,65,5,1,10.0
50,70,4,1,10.0
100,35,8,2,-5.0
9,45,1,1,-0.8666668
51,49,6,2,10.0
11,95,1,1,0.19999981
71,66,4,1,-5.32
61,2,2,0,10.0
2,32,8,2,-15.0
82,44,5,0,-3.84
10,24,5,0,-5.3333335
7,36,2,0,-6.9333334
89,35,8,0,-6.08
22,34,6,0,10.0
9,18,4,2,-10.866667
17,44,9,1,3.4
75,82,6,2,3.4
38,96,9,1,10.0
25,17,1,2,5.0
10,26,5,2,-10.333334
9,93,4,1,-0.8666668
2,30,5,2,-15.0
61,38,10,0,10.0
70,66,7,2,10.0
60,21,2,1,10.0
3,51,9,2,-15.0
60,9,7,1,10.0
7,7,8,2,-11.933333
12,33,4,1,0.7333331
11,52,4,1,0.19999981
34,17,6,2,10.0
53,11,3,1,10.0
50,63,2,2,10.0
42,56,2,0,10.0
99,95,8,0,-10.0
65,1,10,2,10.0
14,16,9,1,1.8
48,51,0,1,10.0
33,75,8,2,10.0
38,70,7,2,10.0
25,78,0,0,10.0
68,1,7,0,10.0
47,26,3,1,10.0
88,25,5,1,-10.76
50,24,7,1,10.0
97,11,0,0,-10.0
3,16,3,2,-15.0
97,64,1,1,-15.0
26,94,0,2,5.0
41,39,3,0,10.0
55,4,2,1,10.0
92,91,8,1,-12.04
68,27,0,1,10.0
17,71,10,1,3.4
60,51,5,2,10.0
3,13,3,1,-5.0
0,5,3,0,-10.0
49,17,2,1,10.0
83,36,1,0,-4.16
69,73,3,1,10.0
19,63,6,2,-5.5333333
19,98,6,2,-5.5333333
45,34,0,2,10.0
26,16,9,1,15.0
25,90,2,1,15.0
31,87,3,0,10.0
9,9,2,0,-5.866667
81,50,5,0,-3.52
11,80,6,0,-4.8
73,51,3,1,-5.96
87,63,6,2,-0.44000006
23,32,5,1,15.0
50,96,0,2,10.0
37,16,0,1,10.0
45,81,3,0,10.0
88,48,6,2,-0.7600002
7,6,3,2,-11.933333
54,89,6,1,10.0
77,64,5,2,2.76
30,61,3,0,10.0
87,74,9,2,-0.44000006
15,9,7,0,-2.6666667
19,30,0,0,-0.53333336
37,24,6,2,10.0
14,56,0,2,-8.2
77,64,5,1,-7.24
75,42,6,1,-6.6
33,2,5,0,10.0
71,54,3,1,-5.32
18,47,7,2,-6.0666666
68,64,10,0,10.0
90,70,7,0,-6.4
62,59,1,2,10.0
76,13,0,0,-1.92
31,86,7,1,10.0
94,80,6,0,-7.68
36,13,9,2,10.0
65,8,10,0,10.0
6,84,1,1,-2.4666667
47,44,4,0,10.0
10,1,4,1,-0.3333335
74,31,6,2,3.72
86,7,1,0,-5.12
30,35,8,1,10.0
43,89,8,2,10.0
44,36,4,0,10.0
71,14,10,0,-0.32
55,33,1,0,10.0
31,20,6,2,10.0
20,86,3,2,5.0
30,8,10,0,10.0
0,39,2,1,-5.0
76,25,10,1,-6.92
10,21,6,2,-10.333334
92,12,6,0,-7.04
67,24,0,0,10.0
35,70,6,1,10.0
78,90,9,0,-2.56
58,14,4,2,10.0
66,75,6,2,10.0
55,44,7,1,10.0
50,96,9,0,10.0
28,20,6,0,10.0
84,88,9,2,0.52
1,39,1,1,-5.0
5,46,3,2,-15.0
30,85,5,1,10.0
53,60,8,1,10.0
87,13,4,1,-10.440001
39,71,1,2,10.0
16,87,3,1,2.8666666
4,66,7,2,-15.0
1,75,3,0,-10.0
57,46,7,1,10.0
11,85,3,2,-9.8
4,15,7,0,-10.0
59,70,2,2,10.0
40,17,3,2,10.0
19,44,9,2,-5.5333333
71,22,8,2,4.68
0,25,4,1,-5.0
55,65,2,0,10.0
69,1,2,1,10.0
55,21,3,1,10.0
53,37,1,1,10.0
10,41,6,1,-0.3333335
2,27,6,1,-5.0
94,62,8,0,-7.68
27,16,7,1,15.0
4,81,2,0,-10.0
89,58,4,0,-6.08
15,1,7,2,-7.666667
30,98,7,1,10.0
27,78,1,1,15.0
6,78,0,0,-7.4666667
8,97,4,0,-6.4
38,49,0,1,10.0
98,14,6,1,-15.0
42,17,7,0,10.0
26,76,10,1,15.0
75,37,5,0,-1.6
88,7,2,1,-10.76
92,79,9,2,-2.04
94,19,0,1,-12.68
97,59,1,1,-15.0
32,25,1,1,10.0
90,34,9,0,-6.4
55,80,1,2,10.0
1,25,9,0,-10.0
13,17,4,1,1.2666667
12,43,1,1,0.7333331
23,6,8,2,5.0
68,34,5,1,10.0
33,11,6,0,10.0
86,43,2,1,-10.12
18,40,9,2,-6.0666666
29,53,6,1,15.0
48,0,3,2,10.0
42,24,7,2,10.0
15,79,8,0,-2.6666667
51,14,4,0,10.0
97,74,2,2,-5.0
48,100,10,0,10.0
10,2,5,0,-5.3333335
77,44,2,2,2.76
46,44,5,2,10.0
78,50,6,1,-7.56
34,41,5,0,10.0
70,38,3,1,10.0
28,19,6,2,5.0
53,86,1,0,10.0
85,78,4,2,0.19999981
